,Ano_de_Trabalho,Nivel_de_Experiencia,Tipo_de_Emprego,Cargo,Salario,Moeda_do_Salario,Salario_em_USD,Residencia_do_Funcionario,Tipo_de_Contrato,Localizacao_da_Empresa,Tamanho_da_Empresa,Area_de_Atuacao,Salario_mensal_em_USD
193,2021,Senior,Tempo integral,Data Science Manager,"174000,0",USD,"174000,0",US,Remoto,US,Grande,Cientista de Dados,"14500,0"
194,2021,Senior,Tempo integral,Research Scientist,"120500,0",CAD,"96113,0",CA,Híbrido,CA,Grande,Cientista de Dados,"8009,42"
195,2021,Pleno,Tempo integral,Data Scientist,"147000,0",USD,"147000,0",US,Híbrido,US,Grande,Cientista de Dados,"12250,0"
196,2021,Junior,Tempo integral,BI Data Analyst,"9272,0",USD,"9272,0",KE,Remoto,KE,Pequena,Analista de Dados,"772,67"
197,2021,Senior,Tempo integral,Machine Learning Engineer,"1799997,0",INR,"24342,0",IN,Remoto,IN,Grande,Cientista de Dados,"2028,5"
198,2021,Senior,Tempo integral,Data Science Manager,"4000000,0",INR,"54094,0",IN,Híbrido,US,Grande,Cientista de Dados,"4507,83"
199,2021,Junior,Tempo integral,Data Science Consultant,"90000,0",USD,"90000,0",US,Remoto,US,Pequena,Cientista de Dados,"7500,0"
200,2021,Pleno,Tempo integral,Data Scientist,"52000,0",EUR,"61467,0",DE,Híbrido,AT,Média,Cientista de Dados,"5122,25"
201,2021,Senior,Tempo integral,Machine Learning Infrastructure Engineer,"195000,0",USD,"195000,0",US,Remoto,US,Média,Cientista de Dados,"16250,0"
202,2021,Pleno,Tempo integral,Data Scientist,"32000,0",EUR,"37825,0",ES,Remoto,ES,Grande,Cientista de Dados,"3152,08"
203,2021,Senior,Tempo integral,Research Scientist,"50000,0",USD,"50000,0",FR,Remoto,US,Pequena,Cientista de Dados,"4166,67"
204,2021,Pleno,Tempo integral,Data Scientist,"160000,0",USD,"160000,0",US,Remoto,US,Grande,Cientista de Dados,"13333,33"
205,2021,Pleno,Tempo integral,Data Scientist,"69600,0",BRL,"12901,0",BR,Presencial,BR,Pequena,Cientista de Dados,"1075,08"
206,2021,Senior,Tempo integral,Machine Learning Engineer,"200000,0",USD,"200000,0",US,Remoto,US,Grande,Cientista de Dados,"16666,67"
207,2021,Senior,Tempo integral,Data Engineer,"165000,0",USD,"165000,0",US,Presencial,US,Média,Engenheiro de Dados,"13750,0"
208,2021,Pleno,Freelancer,Data Engineer,"20000,0",USD,"20000,0",IT,Presencial,US,Grande,Engenheiro de Dados,"1666,67"
209,2021,Senior,Tempo integral,Data Analytics Manager,"120000,0",USD,"120000,0",US,Presencial,US,Grande,Analista de Dados,"10000,0"
210,2021,Pleno,Tempo integral,Machine Learning Engineer,"21000,0",EUR,"24823,0",SI,Híbrido,SI,Grande,Cientista de Dados,"2068,58"
211,2021,Pleno,Tempo integral,Research Scientist,"48000,0",EUR,"56738,0",FR,Híbrido,FR,Pequena,Cientista de Dados,"4728,17"
212,2021,Pleno,Tempo integral,Data Engineer,"48000,0",GBP,"66022,0",HK,Híbrido,GB,Pequena,Engenheiro de Dados,"5501,83"
213,2021,Junior,Tempo integral,Big Data Engineer,"435000,0",INR,"5882,0",IN,Presencial,CH,Grande,Engenheiro de Dados,"490,17"
214,2021,Junior,Tempo integral,Machine Learning Engineer,"21000,0",EUR,"24823,0",DE,Híbrido,DE,Média,Cientista de Dados,"2068,58"
215,2021,Senior,Tempo integral,Principal Data Engineer,"185000,0",USD,"185000,0",US,Remoto,US,Grande,Engenheiro de Dados,"15416,67"
216,2021,Junior,Meio período,Computer Vision Engineer,"180000,0",DKK,"28609,0",DK,Híbrido,DK,Pequena,Engenheiro de Dados,"2384,08"
217,2021,Pleno,Tempo integral,Data Scientist,"76760,0",EUR,"90734,0",DE,Híbrido,DE,Grande,Cientista de Dados,"7561,17"
218,2021,Pleno,Tempo integral,Machine Learning Engineer,"75000,0",EUR,"88654,0",BE,Remoto,BE,Média,Cientista de Dados,"7387,83"
219,2021,Senior,Tempo integral,Data Analytics Manager,"140000,0",USD,"140000,0",US,Remoto,US,Grande,Analista de Dados,"11666,67"
220,2021,Pleno,Tempo integral,Machine Learning Engineer,"180000,0",PLN,"46597,0",PL,Remoto,PL,Grande,Cientista de Dados,"3883,08"
221,2021,Pleno,Tempo integral,Data Scientist,"85000,0",GBP,"116914,0",GB,Híbrido,GB,Grande,Cientista de Dados,"9742,83"
222,2021,Pleno,Tempo integral,Data Scientist,"2500000,0",INR,"33808,0",IN,Presencial,IN,Média,Cientista de Dados,"2817,33"
223,2021,Pleno,Tempo integral,Data Scientist,"40900,0",GBP,"56256,0",GB,Híbrido,GB,Grande,Cientista de Dados,"4688,0"
224,2021,Senior,Tempo integral,Machine Learning Scientist,"225000,0",USD,"225000,0",US,Remoto,CA,Grande,Cientista de Dados,"18750,0"
225,2021,Executive,Contrato,Principal Data Scientist,"416000,0",USD,"416000,0",US,Remoto,US,Pequena,Cientista de Dados,"34666,67"
226,2021,Senior,Tempo integral,Data Scientist,"110000,0",CAD,"87738,0",CA,Remoto,CA,Pequena,Cientista de Dados,"7311,5"
227,2021,Pleno,Tempo integral,Data Scientist,"75000,0",EUR,"88654,0",DE,Híbrido,DE,Grande,Cientista de Dados,"7387,83"
228,2021,Senior,Tempo integral,Data Scientist,"135000,0",USD,"135000,0",US,Presencial,US,Grande,Cientista de Dados,"11250,0"
229,2021,Senior,Tempo integral,Data Analyst,"90000,0",CAD,"71786,0",CA,Remoto,CA,Média,Analista de Dados,"5982,17"
230,2021,Junior,Tempo integral,Big Data Engineer,"1200000,0",INR,"16228,0",IN,Remoto,IN,Grande,Engenheiro de Dados,"1352,33"
231,2021,Senior,Tempo integral,ML Engineer,"256000,0",USD,"256000,0",US,Remoto,US,Pequena,Engenheiro de Dados,"21333,33"
232,2021,Senior,Tempo integral,Director of Data Engineering,"200000,0",USD,"200000,0",US,Remoto,US,Grande,Engenheiro de Dados,"16666,67"
233,2021,Senior,Tempo integral,Data Analyst,"200000,0",USD,"200000,0",US,Remoto,US,Grande,Analista de Dados,"16666,67"
234,2021,Pleno,Tempo integral,Data Architect,"180000,0",USD,"180000,0",US,Remoto,US,Grande,Arquiteto de Dados,"15000,0"
235,2021,Pleno,Tempo integral,Head of Data Science,"110000,0",USD,"110000,0",US,Presencial,US,Pequena,Cientista de Dados,"9166,67"
236,2021,Pleno,Tempo integral,Research Scientist,"80000,0",CAD,"63810,0",CA,Remoto,CA,Média,Cientista de Dados,"5317,5"
237,2021,Pleno,Tempo integral,Data Scientist,"39600,0",EUR,"46809,0",ES,Remoto,ES,Média,Cientista de Dados,"3900,75"
238,2021,Junior,Tempo integral,Data Scientist,"4000,0",USD,"4000,0",VN,Presencial,VN,Média,Cientista de Dados,"333,33"
239,2021,Junior,Tempo integral,Data Engineer,"1600000,0",INR,"21637,0",IN,Híbrido,IN,Média,Engenheiro de Dados,"1803,08"
240,2021,Senior,Tempo integral,Data Scientist,"130000,0",CAD,"103691,0",CA,Remoto,CA,Grande,Cientista de Dados,"8640,92"
241,2021,Pleno,Tempo integral,Data Analyst,"80000,0",USD,"80000,0",US,Remoto,US,Grande,Analista de Dados,"6666,67"
242,2021,Pleno,Tempo integral,Data Engineer,"110000,0",USD,"110000,0",US,Remoto,US,Grande,Engenheiro de Dados,"9166,67"
243,2021,Senior,Tempo integral,Data Scientist,"165000,0",USD,"165000,0",US,Remoto,US,Grande,Cientista de Dados,"13750,0"
244,2021,Junior,Tempo integral,AI Scientist,"1335000,0",INR,"18053,0",IN,Remoto,AS,Pequena,Cientista de Dados,"1504,42"
245,2021,Pleno,Tempo integral,Data Engineer,"52500,0",GBP,"72212,0",GB,Híbrido,GB,Grande,Engenheiro de Dados,"6017,67"
246,2021,Junior,Tempo integral,Data Scientist,"31000,0",EUR,"36643,0",FR,Híbrido,FR,Grande,Cientista de Dados,"3053,58"
247,2021,Pleno,Tempo integral,Data Engineer,"108000,0",TRY,"12103,0",TR,Presencial,TR,Média,Engenheiro de Dados,"1008,58"
248,2021,Senior,Tempo integral,Data Engineer,"70000,0",GBP,"96282,0",GB,Híbrido,GB,Grande,Engenheiro de Dados,"8023,5"
249,2021,Senior,Tempo integral,Principal Data Analyst,"170000,0",USD,"170000,0",US,Remoto,US,Média,Analista de Dados,"14166,67"
250,2021,Pleno,Tempo integral,Data Scientist,"115000,0",USD,"115000,0",US,Híbrido,US,Grande,Cientista de Dados,"9583,33"
251,2021,Junior,Tempo integral,Data Scientist,"90000,0",USD,"90000,0",US,Remoto,US,Pequena,Cientista de Dados,"7500,0"
252,2021,Executive,Tempo integral,Principal Data Engineer,"600000,0",USD,"600000,0",US,Remoto,US,Grande,Engenheiro de Dados,"50000,0"
253,2021,Junior,Tempo integral,Data Scientist,"2100000,0",INR,"28399,0",IN,Remoto,IN,Média,Cientista de Dados,"2366,58"
254,2021,Pleno,Tempo integral,Data Analyst,"93000,0",USD,"93000,0",US,Remoto,US,Grande,Analista de Dados,"7750,0"
255,2021,Senior,Tempo integral,Big Data Architect,"125000,0",CAD,"99703,0",CA,Híbrido,CA,Média,Arquiteto de Dados,"8308,58"
256,2021,Pleno,Tempo integral,Data Engineer,"200000,0",USD,"200000,0",US,Remoto,US,Grande,Engenheiro de Dados,"16666,67"
257,2021,Senior,Tempo integral,Principal Data Scientist,"147000,0",EUR,"173762,0",DE,Remoto,DE,Média,Cientista de Dados,"14480,17"
258,2021,Senior,Tempo integral,Machine Learning Engineer,"185000,0",USD,"185000,0",US,Híbrido,US,Grande,Cientista de Dados,"15416,67"
259,2021,Executive,Tempo integral,Director of Data Science,"120000,0",EUR,"141846,0",DE,Presencial,DE,Grande,Cientista de Dados,"11820,5"
260,2021,Pleno,Tempo integral,Data Scientist,"130000,0",USD,"130000,0",US,Híbrido,US,Grande,Cientista de Dados,"10833,33"
261,2021,Senior,Tempo integral,Data Analyst,"54000,0",EUR,"63831,0",DE,Híbrido,DE,Grande,Analista de Dados,"5319,25"
262,2021,Pleno,Tempo integral,Data Scientist,"1250000,0",INR,"16904,0",IN,Remoto,IN,Pequena,Cientista de Dados,"1408,67"
263,2021,Senior,Tempo integral,Machine Learning Engineer,"4900000,0",INR,"66265,0",IN,Presencial,IN,Grande,Cientista de Dados,"5522,08"
264,2021,Pleno,Tempo integral,Data Scientist,"21600,0",EUR,"25532,0",RS,Remoto,DE,Pequena,Cientista de Dados,"2127,67"
265,2021,Senior,Tempo integral,Lead Data Engineer,"160000,0",USD,"160000,0",PR,Híbrido,US,Pequena,Engenheiro de Dados,"13333,33"
266,2021,Pleno,Tempo integral,Data Engineer,"93150,0",USD,"93150,0",US,Presencial,US,Média,Engenheiro de Dados,"7762,5"
267,2021,Pleno,Tempo integral,Data Engineer,"111775,0",USD,"111775,0",US,Presencial,US,Média,Engenheiro de Dados,"9314,58"
268,2021,Pleno,Tempo integral,Data Engineer,"250000,0",TRY,"28016,0",TR,Remoto,TR,Média,Engenheiro de Dados,"2334,67"
269,2021,Junior,Tempo integral,Data Engineer,"55000,0",EUR,"65013,0",DE,Híbrido,DE,Média,Engenheiro de Dados,"5417,75"
270,2021,Junior,Tempo integral,Data Engineer,"72500,0",USD,"72500,0",US,Remoto,US,Grande,Engenheiro de Dados,"6041,67"
271,2021,Senior,Tempo integral,Computer Vision Engineer,"102000,0",BRL,"18907,0",BR,Presencial,BR,Média,Engenheiro de Dados,"1575,58"
272,2021,Junior,Tempo integral,Data Science Consultant,"65000,0",EUR,"76833,0",DE,Presencial,DE,Grande,Cientista de Dados,"6402,75"
273,2021,Junior,Tempo integral,Machine Learning Engineer,"85000,0",USD,"85000,0",NL,Remoto,DE,Pequena,Cientista de Dados,"7083,33"
274,2021,Senior,Tempo integral,Data Scientist,"65720,0",EUR,"77684,0",FR,Híbrido,FR,Média,Cientista de Dados,"6473,67"
275,2021,Junior,Tempo integral,Data Scientist,"100000,0",USD,"100000,0",US,Remoto,US,Média,Cientista de Dados,"8333,33"
276,2021,Junior,Tempo integral,Data Scientist,"58000,0",USD,"58000,0",US,Híbrido,US,Grande,Cientista de Dados,"4833,33"
277,2021,Senior,Tempo integral,AI Scientist,"55000,0",USD,"55000,0",ES,Remoto,ES,Grande,Cientista de Dados,"4583,33"
278,2021,Senior,Tempo integral,Data Scientist,"180000,0",TRY,"20171,0",TR,Híbrido,TR,Grande,Cientista de Dados,"1680,92"
279,2021,Junior,Tempo integral,Business Data Analyst,"50000,0",EUR,"59102,0",LU,Remoto,LU,Grande,Analista de Dados,"4925,17"
280,2021,Pleno,Tempo integral,Data Engineer,"112000,0",USD,"112000,0",US,Remoto,US,Grande,Engenheiro de Dados,"9333,33"
281,2021,Junior,Tempo integral,Research Scientist,"100000,0",USD,"100000,0",JE,Presencial,CN,Grande,Cientista de Dados,"8333,33"
282,2021,Pleno,Meio período,Data Engineer,"59000,0",EUR,"69741,0",NL,Remoto,NL,Grande,Engenheiro de Dados,"5811,75"
283,2021,Senior,Contrato,Staff Data Scientist,"105000,0",USD,"105000,0",US,Remoto,US,Média,Cientista de Dados,"8750,0"
284,2021,Pleno,Tempo integral,Research Scientist,"69999,0",USD,"69999,0",CZ,Híbrido,CZ,Grande,Cientista de Dados,"5833,25"
285,2021,Senior,Tempo integral,Data Science Manager,"7000000,0",INR,"94665,0",IN,Híbrido,IN,Grande,Cientista de Dados,"7888,75"
286,2021,Senior,Tempo integral,Head of Data,"87000,0",EUR,"102839,0",SI,Remoto,SI,Grande,Gerente de Dados,"8569,92"
287,2021,Pleno,Tempo integral,Data Scientist,"109000,0",USD,"109000,0",US,Híbrido,US,Grande,Cientista de Dados,"9083,33"
288,2021,Pleno,Tempo integral,Machine Learning Engineer,"43200,0",EUR,"51064,0",IT,Híbrido,IT,Grande,Cientista de Dados,"4255,33"
289,2022,Senior,Tempo integral,Data Engineer,"135000,0",USD,"135000,0",US,Remoto,US,Média,Engenheiro de Dados,"11250,0"
290,2022,Senior,Tempo integral,Data Analyst,"155000,0",USD,"155000,0",US,Remoto,US,Média,Analista de Dados,"12916,67"
291,2022,Senior,Tempo integral,Data Analyst,"120600,0",USD,"120600,0",US,Remoto,US,Média,Analista de Dados,"10050,0"
292,2022,Pleno,Tempo integral,Data Scientist,"130000,0",USD,"130000,0",US,Presencial,US,Média,Cientista de Dados,"10833,33"
293,2022,Pleno,Tempo integral,Data Scientist,"90000,0",USD,"90000,0",US,Presencial,US,Média,Cientista de Dados,"7500,0"
294,2022,Pleno,Tempo integral,Data Engineer,"170000,0",USD,"170000,0",US,Remoto,US,Média,Engenheiro de Dados,"14166,67"
295,2022,Pleno,Tempo integral,Data Engineer,"150000,0",USD,"150000,0",US,Remoto,US,Média,Engenheiro de Dados,"12500,0"
296,2022,Senior,Tempo integral,Data Analyst,"102100,0",USD,"102100,0",US,Remoto,US,Média,Analista de Dados,"8508,33"
297,2022,Senior,Tempo integral,Data Analyst,"84900,0",USD,"84900,0",US,Remoto,US,Média,Analista de Dados,"7075,0"
298,2022,Senior,Tempo integral,Data Scientist,"136620,0",USD,"136620,0",US,Remoto,US,Média,Cientista de Dados,"11385,0"
299,2022,Senior,Tempo integral,Data Scientist,"99360,0",USD,"99360,0",US,Remoto,US,Média,Cientista de Dados,"8280,0"
300,2022,Senior,Tempo integral,Data Scientist,"90000,0",GBP,"117789,0",GB,Presencial,GB,Média,Cientista de Dados,"9815,75"
301,2022,Senior,Tempo integral,Data Scientist,"80000,0",GBP,"104702,0",GB,Presencial,GB,Média,Cientista de Dados,"8725,17"
302,2022,Senior,Tempo integral,Data Scientist,"146000,0",USD,"146000,0",US,Remoto,US,Média,Cientista de Dados,"12166,67"
303,2022,Senior,Tempo integral,Data Scientist,"123000,0",USD,"123000,0",US,Remoto,US,Média,Cientista de Dados,"10250,0"
304,2022,Junior,Tempo integral,Data Engineer,"40000,0",GBP,"52351,0",GB,Remoto,GB,Média,Engenheiro de Dados,"4362,58"
305,2022,Senior,Tempo integral,Data Analyst,"99000,0",USD,"99000,0",US,Presencial,US,Média,Analista de Dados,"8250,0"
306,2022,Senior,Tempo integral,Data Analyst,"116000,0",USD,"116000,0",US,Presencial,US,Média,Analista de Dados,"9666,67"
307,2022,Pleno,Tempo integral,Data Analyst,"106260,0",USD,"106260,0",US,Presencial,US,Média,Analista de Dados,"8855,0"
308,2022,Pleno,Tempo integral,Data Analyst,"126500,0",USD,"126500,0",US,Presencial,US,Média,Analista de Dados,"10541,67"
309,2022,Executive,Tempo integral,Data Engineer,"242000,0",USD,"242000,0",US,Remoto,US,Média,Engenheiro de Dados,"20166,67"
310,2022,Executive,Tempo integral,Data Engineer,"200000,0",USD,"200000,0",US,Remoto,US,Média,Engenheiro de Dados,"16666,67"
311,2022,Pleno,Tempo integral,Data Scientist,"50000,0",GBP,"65438,0",GB,Presencial,GB,Média,Cientista de Dados,"5453,17"
312,2022,Pleno,Tempo integral,Data Scientist,"30000,0",GBP,"39263,0",GB,Presencial,GB,Média,Cientista de Dados,"3271,92"
313,2022,Pleno,Tempo integral,Data Engineer,"60000,0",GBP,"78526,0",GB,Presencial,GB,Média,Engenheiro de Dados,"6543,83"
314,2022,Pleno,Tempo integral,Data Engineer,"40000,0",GBP,"52351,0",GB,Presencial,GB,Média,Engenheiro de Dados,"4362,58"
315,2022,Senior,Tempo integral,Data Scientist,"165220,0",USD,"165220,0",US,Remoto,US,Média,Cientista de Dados,"13768,33"
316,2022,Junior,Tempo integral,Data Engineer,"35000,0",GBP,"45807,0",GB,Remoto,GB,Média,Engenheiro de Dados,"3817,25"
317,2022,Senior,Tempo integral,Data Scientist,"120160,0",USD,"120160,0",US,Remoto,US,Média,Cientista de Dados,"10013,33"
318,2022,Senior,Tempo integral,Data Analyst,"90320,0",USD,"90320,0",US,Remoto,US,Média,Analista de Dados,"7526,67"
319,2022,Senior,Tempo integral,Data Engineer,"181940,0",USD,"181940,0",US,Presencial,US,Média,Engenheiro de Dados,"15161,67"
320,2022,Senior,Tempo integral,Data Engineer,"132320,0",USD,"132320,0",US,Presencial,US,Média,Engenheiro de Dados,"11026,67"
321,2022,Senior,Tempo integral,Data Engineer,"220110,0",USD,"220110,0",US,Presencial,US,Média,Engenheiro de Dados,"18342,5"
322,2022,Senior,Tempo integral,Data Engineer,"160080,0",USD,"160080,0",US,Presencial,US,Média,Engenheiro de Dados,"13340,0"
323,2022,Senior,Tempo integral,Data Scientist,"180000,0",USD,"180000,0",US,Presencial,US,Grande,Cientista de Dados,"15000,0"
324,2022,Senior,Tempo integral,Data Scientist,"120000,0",USD,"120000,0",US,Presencial,US,Grande,Cientista de Dados,"10000,0"
325,2022,Senior,Tempo integral,Data Analyst,"124190,0",USD,"124190,0",US,Remoto,US,Média,Analista de Dados,"10349,17"
326,2022,Executive,Tempo integral,Data Analyst,"130000,0",USD,"130000,0",US,Remoto,US,Média,Analista de Dados,"10833,33"
327,2022,Executive,Tempo integral,Data Analyst,"110000,0",USD,"110000,0",US,Remoto,US,Média,Analista de Dados,"9166,67"
328,2022,Senior,Tempo integral,Data Analyst,"170000,0",USD,"170000,0",US,Remoto,US,Média,Analista de Dados,"14166,67"
329,2022,Pleno,Tempo integral,Data Analyst,"115500,0",USD,"115500,0",US,Remoto,US,Média,Analista de Dados,"9625,0"
330,2022,Senior,Tempo integral,Data Analyst,"112900,0",USD,"112900,0",US,Remoto,US,Média,Analista de Dados,"9408,33"
331,2022,Senior,Tempo integral,Data Analyst,"90320,0",USD,"90320,0",US,Remoto,US,Média,Analista de Dados,"7526,67"
332,2022,Senior,Tempo integral,Data Analyst,"112900,0",USD,"112900,0",US,Remoto,US,Média,Analista de Dados,"9408,33"
333,2022,Senior,Tempo integral,Data Analyst,"90320,0",USD,"90320,0",US,Remoto,US,Média,Analista de Dados,"7526,67"
334,2022,Senior,Tempo integral,Data Engineer,"165400,0",USD,"165400,0",US,Remoto,US,Média,Engenheiro de Dados,"13783,33"
335,2022,Senior,Tempo integral,Data Engineer,"132320,0",USD,"132320,0",US,Remoto,US,Média,Engenheiro de Dados,"11026,67"
336,2022,Pleno,Tempo integral,Data Analyst,"167000,0",USD,"167000,0",US,Remoto,US,Média,Analista de Dados,"13916,67"
337,2022,Senior,Tempo integral,Data Engineer,"243900,0",USD,"243900,0",US,Remoto,US,Média,Engenheiro de Dados,"20325,0"
338,2022,Senior,Tempo integral,Data Analyst,"136600,0",USD,"136600,0",US,Remoto,US,Média,Analista de Dados,"11383,33"
339,2022,Senior,Tempo integral,Data Analyst,"109280,0",USD,"109280,0",US,Remoto,US,Média,Analista de Dados,"9106,67"
340,2022,Senior,Tempo integral,Data Engineer,"128875,0",USD,"128875,0",US,Remoto,US,Média,Engenheiro de Dados,"10739,58"
341,2022,Senior,Tempo integral,Data Engineer,"93700,0",USD,"93700,0",US,Remoto,US,Média,Engenheiro de Dados,"7808,33"
342,2022,Executive,Tempo integral,Head of Data Science,"224000,0",USD,"224000,0",US,Remoto,US,Média,Cientista de Dados,"18666,67"
343,2022,Executive,Tempo integral,Head of Data Science,"167875,0",USD,"167875,0",US,Remoto,US,Média,Cientista de Dados,"13989,58"
344,2022,Executive,Tempo integral,Analytics Engineer,"175000,0",USD,"175000,0",US,Remoto,US,Média,Analista de Dados,"14583,33"
345,2022,Senior,Tempo integral,Data Engineer,"156600,0",USD,"156600,0",US,Remoto,US,Média,Engenheiro de Dados,"13050,0"
346,2022,Senior,Tempo integral,Data Engineer,"108800,0",USD,"108800,0",US,Presencial,US,Média,Engenheiro de Dados,"9066,67"
347,2022,Senior,Tempo integral,Data Scientist,"95550,0",USD,"95550,0",US,Presencial,US,Média,Cientista de Dados,"7962,5"
348,2022,Senior,Tempo integral,Data Engineer,"113000,0",USD,"113000,0",US,Presencial,US,Grande,Engenheiro de Dados,"9416,67"
349,2022,Senior,Tempo integral,Data Analyst,"135000,0",USD,"135000,0",US,Remoto,US,Média,Analista de Dados,"11250,0"
350,2022,Senior,Tempo integral,Data Science Manager,"161342,0",USD,"161342,0",US,Remoto,US,Média,Cientista de Dados,"13445,17"
351,2022,Senior,Tempo integral,Data Science Manager,"137141,0",USD,"137141,0",US,Remoto,US,Média,Cientista de Dados,"11428,42"
352,2022,Senior,Tempo integral,Data Scientist,"167000,0",USD,"167000,0",US,Remoto,US,Média,Cientista de Dados,"13916,67"
353,2022,Senior,Tempo integral,Data Scientist,"123000,0",USD,"123000,0",US,Remoto,US,Média,Cientista de Dados,"10250,0"
354,2022,Senior,Tempo integral,Data Engineer,"60000,0",GBP,"78526,0",GB,Presencial,GB,Média,Engenheiro de Dados,"6543,83"
355,2022,Senior,Tempo integral,Data Engineer,"50000,0",GBP,"65438,0",GB,Presencial,GB,Média,Engenheiro de Dados,"5453,17"
356,2022,Senior,Tempo integral,Data Scientist,"150000,0",USD,"150000,0",US,Presencial,US,Média,Cientista de Dados,"12500,0"
357,2022,Senior,Tempo integral,Data Scientist,"211500,0",USD,"211500,0",US,Remoto,US,Média,Cientista de Dados,"17625,0"
358,2022,Senior,Tempo integral,Data Architect,"192400,0",USD,"192400,0",CA,Remoto,CA,Média,Arquiteto de Dados,"16033,33"
359,2022,Senior,Tempo integral,Data Architect,"90700,0",USD,"90700,0",CA,Remoto,CA,Média,Arquiteto de Dados,"7558,33"
360,2022,Senior,Tempo integral,Data Analyst,"130000,0",USD,"130000,0",CA,Remoto,CA,Média,Analista de Dados,"10833,33"
361,2022,Senior,Tempo integral,Data Analyst,"61300,0",USD,"61300,0",CA,Remoto,CA,Média,Analista de Dados,"5108,33"
362,2022,Senior,Tempo integral,Data Analyst,"130000,0",USD,"130000,0",CA,Remoto,CA,Média,Analista de Dados,"10833,33"
363,2022,Senior,Tempo integral,Data Analyst,"61300,0",USD,"61300,0",CA,Remoto,CA,Média,Analista de Dados,"5108,33"
364,2022,Senior,Tempo integral,Data Engineer,"160000,0",USD,"160000,0",US,Presencial,US,Grande,Engenheiro de Dados,"13333,33"
365,2022,Senior,Tempo integral,Data Scientist,"138600,0",USD,"138600,0",US,Remoto,US,Média,Cientista de Dados,"11550,0"
366,2022,Senior,Tempo integral,Data Engineer,"136000,0",USD,"136000,0",US,Presencial,US,Média,Engenheiro de Dados,"11333,33"
367,2022,Pleno,Tempo integral,Data Analyst,"58000,0",USD,"58000,0",US,Presencial,US,Pequena,Analista de Dados,"4833,33"
368,2022,Executive,Tempo integral,Analytics Engineer,"135000,0",USD,"135000,0",US,Remoto,US,Média,Analista de Dados,"11250,0"
369,2022,Senior,Tempo integral,Data Scientist,"170000,0",USD,"170000,0",US,Remoto,US,Média,Cientista de Dados,"14166,67"
370,2022,Senior,Tempo integral,Data Scientist,"123000,0",USD,"123000,0",US,Remoto,US,Média,Cientista de Dados,"10250,0"
371,2022,Senior,Tempo integral,Machine Learning Engineer,"189650,0",USD,"189650,0",US,Presencial,US,Média,Cientista de Dados,"15804,17"
372,2022,Senior,Tempo integral,Machine Learning Engineer,"164996,0",USD,"164996,0",US,Presencial,US,Média,Cientista de Dados,"13749,67"
373,2022,Pleno,Tempo integral,ETL Developer,"50000,0",EUR,"54957,0",GR,Presencial,GR,Média,Engenheiro de Dados,"4579,75"
374,2022,Pleno,Tempo integral,ETL Developer,"50000,0",EUR,"54957,0",GR,Presencial,GR,Média,Engenheiro de Dados,"4579,75"
375,2022,Executive,Tempo integral,Lead Data Engineer,"150000,0",CAD,"118187,0",CA,Remoto,CA,Pequena,Engenheiro de Dados,"9848,92"
376,2022,Senior,Tempo integral,Data Analyst,"132000,0",USD,"132000,0",US,Presencial,US,Média,Analista de Dados,"11000,0"
377,2022,Senior,Tempo integral,Data Engineer,"165400,0",USD,"165400,0",US,Remoto,US,Média,Engenheiro de Dados,"13783,33"
378,2022,Senior,Tempo integral,Data Architect,"208775,0",USD,"208775,0",US,Remoto,US,Média,Arquiteto de Dados,"17397,92"
379,2022,Senior,Tempo integral,Data Architect,"147800,0",USD,"147800,0",US,Remoto,US,Média,Arquiteto de Dados,"12316,67"
380,2022,Senior,Tempo integral,Data Engineer,"136994,0",USD,"136994,0",US,Remoto,US,Média,Engenheiro de Dados,"11416,17"
381,2022,Senior,Tempo integral,Data Engineer,"101570,0",USD,"101570,0",US,Remoto,US,Média,Engenheiro de Dados,"8464,17"
382,2022,Senior,Tempo integral,Data Analyst,"128875,0",USD,"128875,0",US,Remoto,US,Média,Analista de Dados,"10739,58"
383,2022,Senior,Tempo integral,Data Analyst,"93700,0",USD,"93700,0",US,Remoto,US,Média,Analista de Dados,"7808,33"
384,2022,Executive,Tempo integral,Head of Machine Learning,"6000000,0",INR,"79039,0",IN,Híbrido,IN,Grande,Cientista de Dados,"6586,58"
385,2022,Senior,Tempo integral,Data Engineer,"132320,0",USD,"132320,0",US,Remoto,US,Média,Engenheiro de Dados,"11026,67"
386,2022,Junior,Tempo integral,Machine Learning Engineer,"28500,0",GBP,"37300,0",GB,Remoto,GB,Grande,Cientista de Dados,"3108,33"
387,2022,Senior,Tempo integral,Data Analyst,"164000,0",USD,"164000,0",US,Presencial,US,Média,Analista de Dados,"13666,67"
388,2022,Senior,Tempo integral,Data Engineer,"155000,0",USD,"155000,0",US,Remoto,US,Média,Engenheiro de Dados,"12916,67"
389,2022,Pleno,Tempo integral,Machine Learning Engineer,"95000,0",GBP,"124333,0",GB,Presencial,GB,Média,Cientista de Dados,"10361,08"
390,2022,Pleno,Tempo integral,Machine Learning Engineer,"75000,0",GBP,"98158,0",GB,Presencial,GB,Média,Cientista de Dados,"8179,83"
391,2022,Pleno,Tempo integral,AI Scientist,"120000,0",USD,"120000,0",US,Presencial,US,Média,Cientista de Dados,"10000,0"
392,2022,Senior,Tempo integral,Data Analyst,"112900,0",USD,"112900,0",US,Remoto,US,Média,Analista de Dados,"9408,33"
